desc_translation,sentiment
"Five Demands, Not One Less. Fxxk Blizzard #ChinaVirus #ChineseVirus #China_is_terrorist #HongKongProtest #HKPoliceTerrorists #HongKongPoliceTerrorists",Negative
"Love nature🌱. Love travelling✈️. Love reading📚. A fan of Harry Potter⚡.

#WearMaskSaveLife 😷",Positive
"Love nature🌱. Love travelling✈️. Love reading📚. A fan of Harry Potter⚡.

#WearMaskSaveLife 😷",Positive
Tech Business | Events | Channel Partners | IT | cloud | dates | mobile | security | marketing | sales | politics | history | social | redactie@dutchitchannel.nl,Positive
,Neutral
,Neutral
"working mom-private ""is private. People of all colors ""Unite U"" against the common enemy, only strong together",Positive
Database Marketer | analyst | marketing | CRM | Market Research | NPS | Customer Satisfaction | social Media,Positive
There are no strangers here. Only friends who have not met yet. Muslim. Incorrigible optimist. Random house-garden-and-kitchen tweets.,Negative
President @vlbelang - congressman @DeKamerBE - Councilor @gemSchoten,Neutral
"Economy Philosopher Ghent, Network Economy Howest
complexity, problem solving, innovation, transition
""Man prefers to believe what he prefers to be true"" (Bacon)",Positive
"40ish marketing professional | news addict | wannabe writer | passion for wine & food, lots of laughter, thrillers, novels and media.",Positive
Team Leader & Extrusion Operator @ Tata Steel Packaging Steels,Neutral
"""Facts are facts, I can not help it."" (Pim Fortuyn) https://t.co/eiQRgxi3Hz ""the truth is learned, never told""",Neutral
"Leprechaun Activism, followed by the AIVD
Not far left, not the extreme right, but extreme-realistic.",Positive
"Leprechaun Activism, followed by the AIVD
Not far left, not the extreme right, but extreme-realistic.",Positive
"WYSIWYG. Namely, me. - Fiercely Opposed to untruths and injustice. I'll call bullshit no matter what your creed / politics / color you are!
Blocked by Wikileaks.",Neutral
,Neutral
,Neutral
"Empowering change makers worldwide for human rights, for everyone, everywhere. Hague-based human rights organization. Initiator or #ShelterCity and #SamenHier.",Neutral
"Ben Fleming at heart. Love my country and its tradities.Rechtuit, honest and like to give my opinion.",Positive
"Ben Fleming at heart. Love my country and its tradities.Rechtuit, honest and like to give my opinion.",Positive
Just as Islam is political correctness a straitjacket to mind.,Neutral
"""Prometheus did not bring to mankind freedom of the press."" ~ Alfred North Whitehead",Neutral
#Nihilism (https://t.co/88BFj1whRW) | #NihilismAndTechnology (https://t.co/aUWvnYUJtY) | #PoWE (https://t.co/gbVhUbNyDo) | Note: Tweets = id; RTs = Ego; Favs = Super-Ego,Neutral
PSV Eindhoven.,Neutral
| Diver good sharks | Fortnite blender skin poser | Pixel guns: #KipsArsenal | Priv: @Kipwater | Banner by @ Nitehareboi54 | pfp @ D3_twitt3r,Positive
,Neutral
"https://t.co/5E4GJXy93o
People Open Your Eyes!
The game vd elite is in power to keep this world broken.
https://t.co/dnazQWHDzo
https://t.co/ylS1KIiXmD",Negative
"Nature on farmland is really no drama like claiming many people.
Here the evidence !!",Positive
"Nature on farmland is really no drama like claiming many people.
Here the evidence !!",Positive
"""No matter how talented, rich or intelligent You are, how You treat animals tells me all I need to know about You. I'm not around to please anyone any more.""",Positive
,Neutral
"Energy For One World is a practice on Global Change, Energy Economy Architecture & UN Sustainable Developments. Re-tweets are for information, not our opinion.",Neutral
Official Twitter account of the KBC Investment Team on current events on financial markets and investing.,Neutral
Official Twitter account of the KBC Investment Team on current events on financial markets and investing.,Neutral
"Takes deep dives in Tax Law and tropical water | Mostly poor jokes, but at least they're my own | RT = endorse, most of the times

https://t.co/q7m8ejwxTa",Positive
"Takes deep dives in Tax Law and tropical water | Mostly poor jokes, but at least they're my own | RT = endorse, most of the times

https://t.co/q7m8ejwxTa",Positive
"A collection of publications on (social) media covering the New World Order (NWO).

Do not believe what I post, research what I post!",Positive
"A collection of publications on (social) media covering the New World Order (NWO).

Do not believe what I post, research what I post!",Positive
"🐸 Quasi-intellectual 🐸 kik / ker 🐸 ADD, so sometimes unfortunately misspellings 🐸 batrachofobie Stop! 🐸",Negative
"🐸 Quasi-intellectual 🐸 kik / ker 🐸 ADD, so sometimes unfortunately misspellings 🐸 batrachofobie Stop! 🐸",Negative
,Neutral
,Neutral
CFD and Forex Trader,Neutral
"Dutchman, (import) Zeeuw, plaatjesschieter, cats, humans, from Beethoven to Gojira music. Gay Homini Lupus",Positive
🇷🇺,Neutral
"Atheist.

Second hand stupidity is a real killer.
Disarm you with a smile.",Negative
"Netherlands. Health Scientist.
Health Scientist. Former Senior Policy Advisor Ministry DJI / MVJ.Vóór or against positions. Backup account: Criticaster19602",Neutral
"Netherlands. Health Scientist.
Health Scientist. Former Senior Policy Advisor Ministry DJI / MVJ.Vóór or against positions. Backup account: Criticaster19602",Neutral
,Neutral
,Neutral
,Neutral
NEVER GIVE UP,Neutral
"We invested in leveraged products in stable stock indexes: sprinters, turbos and speeders. Follow us now.",Neutral
sentimental realist,Negative
sentimental realist,Negative
currently: combat combating disinfo at the speed of 5G - normally IT dev / security / ops 🤓 - tweets in NL / FR - Qmoron = block - 🏳️🌈 but 🤷♂️,Positive
why so lonely 🥀,Negative
"Entrepreneur, Director (SAP Consultant)",Neutral
Sport Politics & Government News Newspapers & Magazines,Neutral
sentimental realist,Negative
sentimental realist,Negative
"Genealogist, Social History, Exciting Tales of past. Delpher as Source. Who was who. CBG",Positive
"Genealogist, Social History, Exciting Tales of past. Delpher as Source. Who was who. CBG",Positive
,Neutral
,Neutral
cultural architect / fundraiser / entrepreneur / digi socialite / futurist / poet / #innovation #diversity #creativity,Positive
"Zwolle, Assendorp. 21 years working in the, fan Pec Zwolle. ❤️ Bali. Twitters personal capacity. #saveourchildren",Neutral
"Zwolle, Assendorp. 21 years working in the, fan Pec Zwolle. ❤️ Bali. Twitters personal capacity. #saveourchildren",Neutral
,Neutral
,Neutral
"Father, environmental engineer, absurd sense of humor, punophile, gamer, Rochefort 10 leftist lefty.",Negative
"Father, environmental engineer, absurd sense of humor, punophile, gamer, Rochefort 10 leftist lefty.",Negative
,Neutral
,Neutral
"Taiwanese Dutchie in HK, voice artist and occasional fixer. Close follower of all HK related news. The usual disclaimer Applies",Negative
Belgium is not a democracy. that appearances of politics.,Neutral
Follow your dream!,Neutral
"Ex-Trappist Monk | Anesthesia 🩺 |
End-of-Life Care | Wing Chun Kung Fu | Criticism of Islam | pro-Israel 🇮🇱 | Indian 2.0 | Gay 👬 | Partner👮Commissioner |",Positive
political blogger,Neutral
political blogger,Neutral
"International Business & Management. Occasionally tweet in Dutch, otherwise it's about Halo, Rocket League, Nintendo or other game related topics. 🌱",Negative
That do something you really like and have a nice day! This is a personal twitter account sometimes with business content!,Positive
"Dutch Cassandra, gender feminist critical. Vivere est cogitare",Neutral
"Dutch Cassandra, gender feminist critical. Vivere est cogitare",Neutral
"Taiwanese Dutchie in HK, voice artist and occasional fixer. Close follower of all HK related news. The usual disclaimer Applies",Negative
"High quality, innovation and low prices where Werkmann Technology stands for. Sound advice and after-sales is what you can expect from us.",Positive
"When in doubt, always take the road less traveled. 🐕Briard. Webcare / social media strategy. Klust & cooks :) Mind over matter. Bourdain is the best, ever.",Positive
"Entrepreneur, Director (SAP Consultant)",Neutral
photographer (amateur) visit site for ordering / downloading pictures v Questions always welcome Nikon DSLR is my BF = 😉DM open! Amateur photographer Yeps I photograph☺️,Positive
Winter Flu deaths 2018 9400 37000 heart / vascular cancer 47000. Measures NO existence. Corona 6095 deaths,Neutral
multidisciplinary branding and design agency | Constantly creative always refreshing | creating iconic brands.,Positive
"""No matter how talented, rich or intelligent You are, how You treat animals tells me all I need to know about You. I'm not around to please anyone any more.""",Positive
| @plussupermarkt | @MotoGP Freak | @RTV_L | @ ValeYellow46 | Gay,Positive
🇳🇱 🇪🇺 Dutch European. Emeritus journalist. 🇬🇧 #Remainer at heart ➡️ Now #Rejoiner #DownWithGovey 🇺🇸 # Dump Trump 🍄 🤡 # resister 🌊🌊🌊 #BLM,Neutral
"Inspired by a.o. E. Murphy, T. Van Gogh, MLK, St. Maurice II Human Rights Activist and Artist II RT, Follow = / = auto endorse II ""weird kwiebus"" (Ward Wijndelts, UN)",Negative
"Inspired by a.o. E. Murphy, T. Van Gogh, MLK, St. Maurice II Human Rights Activist and Artist II RT, Follow = / = auto endorse II ""weird kwiebus"" (Ward Wijndelts, UN)",Negative
(Very inactive) alt account in case I get sin binned again: @initialyousoro,Positive
"Retired, animal lover married to the sweetest woman in the world.",Positive
Walking Coach / Psychologist | Gives Post-HBO Walking Coach Training | Author book Walking Towards fun at work | Walking programs that work! | Amelisweerd,Positive
"Broadway actress. Author or SNIFF, Director / Writer / Producer of Fingernail Moon. Owner of Mighty Forces Pictures.",Positive
,Neutral
,Neutral
"Dutch pensioner Passioned Liverpool FC supporter since 1964 fell in love with the beautiful LFC crest. Keep voting for Geert, United Kingdom and Gibraltar European Union membership referendum and a Nexit asap.",Positive
"former sociology student - he / him '' Specialization - Pronouns - pretentious Quote 'always works' (invalidated, 2020). Recent student bbv St. Luke",Negative
"former sociology student - he / him '' Specialization - Pronouns - pretentious Quote 'always works' (invalidated, 2020). Recent student bbv St. Luke",Negative
"Catalyst @ #ExtinctionRebellion
#StopEcocide and https://t.co/CqZ9KMBidX
Lets make #Ecocide a crime!
#ClimateAction #Sustainability #KRED 999/10 #EarthProtector #E",Neutral
"Correspondent @telegraaf pitch Beijing, former editor @bbvpro and @RTV_Rijnmond
Contact: c.huijgen [at] telegraph [dot] com",Neutral
BLM,Neutral
,Neutral
,Neutral
"VVD voters are complicit in murder: paupericide, cut care, nursing homes, gz, youth mental health: suicide
Companies do not follow me without permission.",Negative
"Twitters personal capacity Fire Expert, Teacher / Instructor / Reviewer / Examiner, Motorcyclist.",Neutral
"Twitters personal capacity Fire Expert, Teacher / Instructor / Reviewer / Examiner, Motorcyclist.",Neutral
"37 years, Almelo, twitters with a 😉
Heracles ⚫⚪💙
football, soccer speed",Neutral
Purebred Fleming ... Straightforward ... Do good and do not ...... Bikes and golf enthusiast - Chateauneuf du Pape,Positive
"Makeup Enthusiast 🎇 Shine Brighter Than Your Highlight🎇
IG: scarrlopezz
YT: https://t.co/UdXQRhE0oM",Neutral
Cynical with a wink,Negative
Cynical with a wink,Negative
News and views about animal rights and animal welfare.,Neutral
,Neutral
,Neutral
"Old trucker, very troubled.
How do our beautiful Netherlands.
What makes me happy is my hobby, music.
https://t.co/PyoJPURPZc",Positive
"Officially account Royal Dutch Meteorological Institute (KNMI) | weather, climate and seismology | Follow us on https://t.co/XrFbpdncyN",Neutral
Sustainability and music etc etc and etc.,Neutral
They / she / he is not a sand •,Neutral
"Love animals and nature right but not a racist, hate injustice",Negative
"Love animals and nature right but not a racist, hate injustice",Negative
"Support or @TeamTHRLL & Streamer https://t.co/CWfyBlJbGZ

sᴜᴘᴘᴏʀᴛ | ᴅᴜᴛᴄʜ | ᴍᴀʀᴛɪᴊɴ 'ᴀᴢᴇɪʀᴏɴ' ʙᴀᴠᴇʟᴀᴀʀ
Email - Azeiron98@gmail.com",Neutral
Pro Russia 🇷🇺 Pro Serbia 🇷🇸,Neutral
"Geographer, geography teacher, to travel ❤",Neutral
"Geographer, geography teacher, to travel ❤",Neutral
3D thinker #BIM people-centered and out to reinvent the democratic world safe task,Positive
"Optimist, ecologist and feminist ~ Assistant Professor @ UniLeiden -one committee for @BESInvasionSci ~ 🌎🌿🎓 all things conservation biology and novel communities",Neutral
"Critical care physician, Anesthesiologist @Radboudumc @NExCOB PK / PD, hemostaseology, #blood, #pocus, guy, #weaning, #AI ... Love it! #FOAMed #FOAMcc Tweets mine.",Positive
Quick News for headhunters and commuters. News collected through RSS feeds. Follow back.,Positive
,Neutral
"""And then the day came When the risk to Remain tight in a bud was more painful than the risk it fired to blossom."" 🇺🇸🇨🇦🇳🇱",Negative
Associate Professor of Cancer Epidemiology -Maastricht University - Tweets personal capacity,Neutral
,Neutral
"Music, Film, Art, Poetry, Nature and animal lover. Tweets in Dutch and English. No DMs please.",Neutral
"Freedom happiness, nature lover, rebel 4 life✊🏻",Positive
PhD candidate in History @Leidenhum | Democratic Radicalism: Organic or Pieter Vreede (1750-1837) | Literature & Art | Board @_knhg @jong_knhg | fellow MdNL,Neutral
,Neutral
,Neutral
"writes biographies, interests: #streek #genealogie #lezen.
30+ years of genealogy #lovesbooks
#localhistory #deugkneus",Neutral
"writes biographies, interests: #streek #genealogie #lezen.
30+ years of genealogy #lovesbooks
#localhistory #deugkneus",Neutral
Observer (five senses) | mountains BBC nature documentaries football cycling | sustainability | solutions two problems | Energy literacy | allergies: post-truth groin +,Neutral
Observer (five senses) | mountains BBC nature documentaries football cycling | sustainability | solutions two problems | Energy literacy | allergies: post-truth groin +,Neutral
"Der Kluge lernt allem aus und von jedem, der aus Normal messaging Erfahrungen und der Dumme weiß alles besser. (Socrates)",Positive
"Policy Officer @GroenLinks Lower House Transport, Aviation, Shipping, Canal Belts",Neutral
"Policy Officer @GroenLinks Lower House Transport, Aviation, Shipping, Canal Belts",Neutral
19- student ortho,Neutral
Visual Artist with society as a material. Mother of Dorpsacademianen. Eats iron and kloekt truants from ample bosom. Hot as in chocolate.,Positive
Therapist with a decent lipstick / makeup collection • Strongly opinionated and too talkative • I talk about everything on mental health @Pertherapist. 🌸,Positive
Proud white supremacist,Positive
"📺 accessibility Share your knowledge and experience. Join on @twitch: https://t.co/Om3pW0IDd5
🍻 Co-organizer @ idea11y 🎓 @IAAPOrg WAS 📺 @ a11ystreaming 👤 he / him",Neutral
,Neutral
"hazmat officer
Tweets entirely personal capacity!",Neutral
Surgeon oncologist I.O. @VieCuri (ready and looking for a place to cut ...) | Director @VvAA & @UFLSWOL | #zininzorg | https://t.co/TncalYh94w,Positive
Follow the main sports of the NIS. Webcare need? See @NOScommunicatie.,Positive
"Public Health | GGD Groningen | linkje with Namibia, Rwanda, Albania",Neutral
"Public Health | GGD Groningen | linkje with Namibia, Rwanda, Albania",Neutral
"Totally against EU, Zwarte Piet and to mass integration Oja against climate hysteria. Member from 2013, start tweeting until 2019. Are racist from June 12",Neutral
I tweet in your and my name. EB @ FP / Robotisation / Brilmodel🤓,Neutral
"If people are not laughing at your goals, your goals are too small. "" - Azim Premji // twitters own name",Positive
"Inspired by a.o. E. Murphy, T. Van Gogh, MLK, St. Maurice II Human Rights Activist and Artist II RT, Follow = / = auto endorse II ""weird kwiebus"" (Ward Wijndelts, UN)",Negative
"Inspired by a.o. E. Murphy, T. Van Gogh, MLK, St. Maurice II Human Rights Activist and Artist II RT, Follow = / = auto endorse II ""weird kwiebus"" (Ward Wijndelts, UN)",Negative
"Creative volcano, flatlay board maker, writer, photographer, joiner or dots. Star Wars nerd, Mid Cent & music-obsessed Mod.",Positive
Quick News for headhunters and commuters. News collected through RSS feeds. Follow back.,Positive
The aim is to get attention for transparency.,Neutral
for the sheep!,Neutral
for the sheep!,Neutral
"Info Planteur (inter alia private Twitter, Facebook, LinkedIn, Instagram, Tumblr and YouTube).",Neutral
#Overpopulation #ClimateDisruption #Depletion #Extiction #Infections #SocialBurdens #LandscapePlanning #Cleanair #Geoenginering #Politics Realist no pessimist.,Neutral
"Review what was said and by whom it was said. father of two beautiful daughters.
Love for photography, Feyenoord, Liverpool, F1 and the handball sport.",Positive
"freedom, libertarianism. Do no harm.
You can book me for a lecture on the ""Gordian knot"" of communism / fascism / capitalism, etc.
# wwg1wga",Neutral
"interest in politics and nature, docufan, proud Antwerp",Positive
,Neutral
,Neutral
"CEO of Paul Writer. Director - Bajaj Consumer, Royal Orchid Hotels, Expleo India. Author 'No Money Marketing "". Communications, B2B Strategy, Positioning.",Neutral
MSc Medicine. Freedom is our most precious thing. Free to be who you wanna be. Free to be religious / atheist or criticize your President.,Positive
"Goal v / hleven: happy & draw. Feline nature man, daughter = 'Allessie' artist, anal.psych, resilience, 🏛 NL = splendor language! Follow = do not always agree.",Positive
"Goal v / hleven: happy & draw. Feline nature man, daughter = 'Allessie' artist, anal.psych, resilience, 🏛 NL = splendor language! Follow = do not always agree.",Positive
"Correspondent @telegraaf pitch Beijing, former editor @bbvpro and @RTV_Rijnmond
Contact: c.huijgen [at] telegraph [dot] com",Neutral
By flying low over eastern and northern Netherlands. Against expansion of Lelystad Airport. By subsidizing the fossil aviation.,Neutral
By flying low over eastern and northern Netherlands. Against expansion of Lelystad Airport. By subsidizing the fossil aviation.,Neutral
,Neutral
,Neutral
"Winners are losers who wont give up! | We do not see things as They are, we see things as we are. | You can not milk cows with your hands in your pockets",Negative
"Winners are losers who wont give up! | We do not see things as They are, we see things as we are. | You can not milk cows with your hands in your pockets",Negative
"If we want a better world, we really need to spread more love! Videos are forcibly removed! Dislikes doomsayers and MSM.",Positive
"Interest: social workers, alarms, Belgium, ambulance and fire brigade. This is NOT official ASTRID account! Do not miss the message? Send private message!",Positive
Journalist @NOS. Technology and corona figures. joost.schellevis@nos.nl - safe tipping? https://t.co/x5xH9o9GCA or 0684613916. Newsletter: https://t.co/3sJGCdcvcx,Positive
"Interest: social workers, alarms, Belgium, ambulance and fire brigade. This is NOT official ASTRID account! Do not miss the message? Send private message!",Positive
"Life is what you choose to do and who to be TODAY, not tomorrow. Dreams and ambitions digging my way, I'm Their fierce protector!",Neutral
"Social, fair; mathematics and physics, astronomy; IT projects -Quality; Planner; RT't interesting opinions and facts. Nijmegen Stadjer. Antifa.",Positive
👽🧞♂️🦋,Neutral
👽🧞♂️🦋,Neutral
,Neutral
"🇳🇱, will be Flemish citizen. On the ball. Continues until contact is nice. Respect human rights, no affectation. RT = not always agreement",Positive
• Being FREE is seeing the beauty of you in everybody else • KeepOnRockin 'in the World for FREE • CodeOfHonor • Love & Respect • FREEDOM IS NOT FREE • ENJOY 24/7 ...,Positive
"The royal distinguished journalist Phia Baruch, publisher of the newspaper Couture, is advisor to the Amstel Catwalk | Canal Catwalk on the canals.",Neutral
"The royal distinguished journalist Phia Baruch, publisher of the newspaper Couture, is advisor to the Amstel Catwalk | Canal Catwalk on the canals.",Neutral
"Correspondent @telegraaf pitch Beijing, former editor @bbvpro and @RTV_Rijnmond
Contact: c.huijgen [at] telegraph [dot] com",Neutral
,Neutral
,Neutral
,Neutral
"Tourism development expert, emerging markets. Chairman, Tourism Consultants Network. Mostly retweets on history, France, cricket, early music, etc.",Positive
deputy editor Time. Interest in all news.,Neutral
We work on Improving the quality of life and the living environment by connecting health and nature. We love life! #natureforhealth #naturallyhealthytogether,Positive
34 🏕 Individuals 💥 DL ☝🏾 If ur reading this click on the link 🌐,Neutral
,Neutral
"Roll Dootje, FVD, climate optimist. Big fan of our farmers.",Neutral
"Uden, buddy Rita, father Patrick and Bryan (+91), Father of Karin Grandpa Mason Leighton 16,032,015 and 22,032,017, Birke and Joy, PSV.",Positive
"Socio-economic news bites from Asia by Matthijs van den Broek, consultant, keynote speaker, lecturer, trainer #furthereastconsult #zakendoeninazie #furthereast",Neutral
Father Dayano Steward Fortuna Sittard Taxi driver Hanneman Tourist Referee KNVB,Neutral
blancs: Tangina mo lasing kananaman gago,Neutral
"8️⃣🅾️'s born 📺 #youtube content creator
📹 #nachodaddy",Neutral
"8️⃣🅾️'s born 📺 #youtube content creator
📹 #nachodaddy",Neutral
"FESTINA SPRING CAUTA FAC OMNIA MENTE
Hurry up slowly and do everything with policy
Atheism is even an opinion.
Republic Pro Pro Pro Democracy Europe",Negative
"who put me on a list block !! clasp is ignoring - #Nexit for NL, love my dog. Rt not always agree, unsolicited dm block.VVMU",Positive
"who put me on a list block !! clasp is ignoring - #Nexit for NL, love my dog. Rt not always agree, unsolicited dm block.VVMU",Positive
"MSc PA + Social Sciences, cosmopolitan, 🇪🇺Dutch soc.liberal D66, humanist, shooter, gardener, reader, mother, wife! ""❤️Statler + Waldorf""",Positive
"Axles & Casting, running, FC Groningen, TT Circuit, Nürburgring, Carpe diem, Lohues, tasty beers, Asser Historical Society, Nice guy!",Positive
"Axles & Casting, running, FC Groningen, TT Circuit, Nürburgring, Carpe diem, Lohues, tasty beers, Asser Historical Society, Nice guy!",Positive
"I think, therefore I am (Rene Descartes). No herd animal, you, yes? Remains in the mass is so safe for you",Positive
,Neutral
,Neutral
,Neutral
,Neutral
"Broadcasting Improper Netherlands. By Joost 'Obersturmführer ""Niemoller, Arnold' Goebbels' Karskens and now exit: Haye 'Mussert' van der Heyden.",Neutral
"Broadcasting Improper Netherlands. By Joost 'Obersturmführer ""Niemoller, Arnold' Goebbels' Karskens and now exit: Haye 'Mussert' van der Heyden.",Neutral
,Neutral
,Neutral
promo | team follow back | active | positive | trying new things | dj | Supports Serious Request 7.24,Negative
Dump the rumor buy the fact. Crusade against corruption Mainstream Media. Former HKer who does not hate Mainland Chinese 😛 America watcher.,Positive
"EdeStad.nl, house-to-house newspaper in town Ede 24/7 to date with news, sports, culture in text, photos, videos. Readers Contributions. Tip? ede.stad@bdu.nl",Neutral
,Neutral
,Neutral
MSc Medicine. Freedom is our most precious thing. Free to be who you wanna be. Free to be religious / atheist or criticize your President.,Positive
New works | sustainable thinking | business | innovation | science | education | people | newspapers | crisis | books culture | history news | Catholic,Positive
"Life is what you choose to do and who to be TODAY, not tomorrow. Dreams and ambitions digging my way, I'm Their fierce protector!",Neutral
Landscape architecture and heritage photographer. Representative of @vioe. Allround grumpy joker. My mind is in the Highlands. Tweets are my own.,Positive
,Neutral
,Neutral
News | Amsterdam l Opinion nieuwsdienst@parool.nl l l l @pshetparool Webcare: @Webcare_Parool | Hotline: https://t.co/WNYqz6mPzO,Neutral
News | Amsterdam l Opinion nieuwsdienst@parool.nl l l l @pshetparool Webcare: @Webcare_Parool | Hotline: https://t.co/WNYqz6mPzO,Neutral
no lips = no rights - she / her,Neutral
no lips = no rights - she / her,Neutral
Songwriter / producer / guitarist / music teacher,Neutral
,Neutral
,Neutral
"Networking Director, Fundraising and Communications and member Executive @ UZGent.Ereregeringscommissaris.Fiere dad and bompa.Liberaal.Vrijmetselaar.",Neutral
"Neo imperialistic politics, analyzing proxy wars. energy wars, destabilizing sovereign nations",Neutral
"China correspondent in Beijing Financieele Dagblad / BNR, The Time | Previously NRC Book I: 'Welcome to adoption land' I Amateur baker | Tweets at her own risk;)",Positive
Forever,Neutral
"Timeliness Category | backgrounds to news | @Opiniepanel 70,000 members | @AVROTROS | @ NPO1 (18:15) @ NPORadio1 (16:00) | #One today",Neutral
"engineer, math, analyst, strategist, 💍 to 🚀 rocket scientist + 📉trader 🇳🇱🇹🇷🇺🇸 predicted 2020crash but it fired some time to convince my hubby 😂",Neutral
"International Business & Management. Occasionally tweet in Dutch, otherwise it's about Halo, Rocket League, Nintendo or other game related topics. 🌱",Negative
#defence #guns #intlpolitics #BEpolitics. #painintheass 😎,Neutral
"Business Support, Technical Chemist, Observer, soccer lover.",Neutral
"Alea iacta est. The die is cast.
         Nosce te ipsum. Know yourself.",Neutral
"Alea iacta est. The die is cast.
         Nosce te ipsum. Know yourself.",Neutral
#PVV For Europe against EU. Borders closed. Climate is a revenue model. Mariska ❤️ 🇾🇪 Track and ontvolg back! DM = Block,Negative
#PVV For Europe against EU. Borders closed. Climate is a revenue model. Mariska ❤️ 🇾🇪 Track and ontvolg back! DM = Block,Negative
,Neutral
,Neutral
"Boosts e-vehicles, patched uglify, writes js / php / ts / mumps / vb with symfony / reactor / saga. Flexitarian. Tech shouldering open options. Let's find a way out of this mess",Negative
#vrtnws app is the news and the news of the public broadcaster.,Neutral
Political correctness is fascism disguised as good manners | Crime in Netherlands map https://t.co/05usXYrxFd...,Positive
"Absorber or Transatlantic, NYLON, and europhile life. ""A joke in Chicago is a riddle in Paris.""",Neutral
,Neutral
"03
B L M",Neutral
"03
B L M",Neutral
"Head of Member Services, Royal Horeca Netherlands (KHN), the trade association for businesses in the hospitality industry.",Neutral
Our Mission: The development of (i) antiviral strategies against a range of (RNA) viruses and (ii) a game-changing novel vaccine technology platform,Neutral
"Daddy.
critical of many.
Not afraid to give my opinion too.",Positive
I Make and Build things. Doer. Not a Dreamer.,Neutral
"♎️☪️ I do not wanna ill, I just wanna chill, and keep my hand around a hundred dollar bill",Negative
Editorial director DJ + + + globetrotter freelance mother of dragons + honorary Dothraki + Netflix addict Instagram: @IndiaJewelJax,Neutral
Editorial director DJ + + + globetrotter freelance mother of dragons + honorary Dothraki + Netflix addict Instagram: @IndiaJewelJax,Neutral
"Right, Liberal then, 🇳🇱 Dutch clay, Entrepreneur, Critical, member FVD, NL = full, pro Europe, anti-EU",Positive
Quis custodiet ipsos custodes?,Neutral
,Neutral
,Neutral
"ICT expert, direct democracy. FVD member.
Logical thinking continue. Climate Optimist, Gasklever.",Positive
Former soccer player Ajax Foggia Nottingham Forest ex international. 32. Coach Ajax Youth Academy 13 years. Entrepreneur,Neutral
Former soccer player Ajax Foggia Nottingham Forest ex international. 32. Coach Ajax Youth Academy 13 years. Entrepreneur,Neutral
Mother of Evan H & M Erik Frederick. Adoption by her is illegal. Never run back to what you broke. Destin. VPS SRQ. RSW. MIA National Airlines.,Negative
𝚘𝚗𝚕𝚢 𝚠𝚊𝚢 𝚝𝚘 𝚍𝚎𝚊𝚕 𝚠𝚒𝚝𝚑 𝚊𝚗 𝚞𝚗𝚏𝚛𝚎𝚎 𝚠𝚘𝚛𝚕𝚍 𝚒𝚜 𝚝𝚘 𝚋𝚎𝚌𝚘𝚖𝚎 𝚜𝚘 𝚊𝚋𝚜𝚘𝚕𝚞𝚝𝚎𝚕𝚢 𝚏𝚛𝚎𝚎 𝚝𝚑𝚊𝚝 𝚢𝚘𝚞𝚛 𝚎𝚡𝚒𝚜𝚝𝚎𝚗𝚌𝚎 𝚒𝚜 𝚊 𝚊𝚌𝚝 𝚘𝚏 𝚛𝚎𝚋𝚎𝚕𝚕𝚒𝚘𝚗 https://t.co/w9PDm6yYND #Nexit # all4one #UniteForFreedom,Neutral
"Only two things are infinite, the universe and human stupidity, and I'm not sure about the universe. Albert Einstein",Negative
,Neutral
,Neutral
"Science is fact. Climate Change is not. Twitter tries to ban me for speaking the truth and calling out journalists for Their loss. Bwana Kitoko

Parler @MrDixit",Negative
,Neutral
,Neutral
We are the world leader in lighting. Our purpose is to unlock the extraordinary potential of light for brighter lives and a better world.,Positive
I tweet latest stats or Covid-19 once a day for all the countries. I retweet tweets from verified accounts who has # COVID19 Mentioned,Positive
"🧠 GOD, POSITIVE ENERGY and $$$$. insta: kireina.d | 👻daih_22",Positive
"Old trucker, very troubled.
How do our beautiful Netherlands.
What makes me happy is my hobby, music.
https://t.co/PyoJPURPZc",Positive
"Els Hinderink, 60 years, Utrecht, film, hiking, previously worked in the mental health care as an SPV. Now other activities involved in @GGZopmaat",Negative
,Neutral
,Neutral
• 1️⃣7️⃣ • 🧂 Sarcast • 🥇 Twitter Influencer • 👦🏼 Person with opinion • 🤷🏼♂️ Doing even something • 📃 Twitter Poll Master Gamer • • 🎮,Neutral
https://t.co/ckxrMyrrJU is a French news website,Neutral
https://t.co/ckxrMyrrJU is a French news website,Neutral
"Humans love conspiracies, some conspiracies are true, and some are just plain bullshit.
Let's dig together into the deep archives of human insanity 😂🤓",Positive
dentist 🦷,Neutral
An Uyghur who trying to save his family members and relatives in China. trying to stop the modern-day genocide in #China. #SaveTheUyghur,Neutral
THFC and living the good life,Positive
,Neutral
I give it only by (with a touch of trinitrotoluene).,Neutral
I give it only by (with a touch of trinitrotoluene).,Neutral
"PVV or FVD to our democracy, prosperity and security to Europe and redden.Hou hate EUSSR.Tegen Islamization. MSM = poison for the massa.Massaremigratie.NEXIT",Negative
"PVV or FVD to our democracy, prosperity and security to Europe and redden.Hou hate EUSSR.Tegen Islamization. MSM = poison for the massa.Massaremigratie.NEXIT",Negative
Working for political editors @eenvandaag,Neutral
😎,Neutral
Progressive millennial urban with arrogance and an opinion,Neutral
"European Center for Not-for-Profit Law: committed to #freedomofassociation, #freedomofassembly, #publicparticipation. Member of: @ICNLAlliance @fatfplatform",Negative
🇳🇱,Neutral
